col_1,col_2,col_3,nom_commune,longitude,latitude
cezy,CEZY,cezy,Cézy,3.33333,47.9833
ligny-le-chatel,LIGNY-LE-CHATEL,ligny le chatel,Ligny-le-Châtel,3.75,47.9
vignes-89,VIGNES,vignes,Vignes,4.11667,47.5333
voisines-89,VOISINES,voisines,Voisines,3.38333,48.25
charny-89,CHARNY,charny,Charny,3.09167,47.8833
molosmes,MOLOSMES,molosmes,Molosmes,04.05,47.8833
dye,DYE,dye,Dyé,3.86667,47.9
lalande,LALANDE,lalande,Lalande,3.31667,47.6833
mercy-89,MERCY,mercy,Mercy,3.63333,48.0333
fouronnes,FOURONNES,fouronnes,Fouronnes,3.56667,47.6167
aisy-sur-armancon,AISY-SUR-ARMANCON,aisy sur armancon,Aisy-sur-Armançon,4.21667,47.65
villebougis,VILLEBOUGIS,villebougis,Villebougis,3.15,48.2
gigny-89,GIGNY,gigny,Gigny,4.3,47.8167
crain,CRAIN,crain,Crain,3.55,47.5333
etigny,ETIGNY,etigny,Étigny,3.28333,48.1333
pailly-89,PAILLY,pailly,Pailly,3.33333,48.35
fleys,FLEYS,fleys,Fleys,3.86667,47.8167
coulanges-la-vineuse,COULANGES-LA-VINEUSE,coulanges la vineuse,Coulanges-la-Vineuse,3.58333,47.7
rogny-les-sept-ecluses,ROGNY-LES-SEPT-ECLUSES,rogny les sept ecluses,Rogny-les-Sept-Écluses,2.88334,47.7462
neuvy-sautour,NEUVY-SAUTOUR,neuvy sautour,Neuvy-Sautour,3.8,48.0333
villechetive,VILLECHETIVE,villechetive,Villechétive,3.5,48.1
sainte-vertu,SAINTE-VERTU,sainte vertu,Sainte-Vertu,3.91667,47.75
arthonnay,ARTHONNAY,arthonnay,Arthonnay,4.21667,47.9333
lignorelles,LIGNORELLES,lignorelles,Lignorelles,3.73333,47.8667
turny,TURNY,turny,Turny,3.75,48.0333
saint-martin-d-ordon,SAINT-MARTIN-D'ORDON,saint martin d ordon,Saint-Martin-d'Ordon,3.18333,48.0167
bonnard,BONNARD,bonnard,Bonnard,3.51667,47.9333
laduz,LADUZ,laduz,Laduz,3.41667,47.8833
cudot,CUDOT,cudot,Cudot,3.18333,47.9833
epineau-les-voves,EPINEAU-LES-VOVES,epineau les voves,Épineau-les-Voves,3.46667,47.95
fresnes-89,FRESNES,fresnes,Fresnes,3.99306,47.7609
pontigny,PONTIGNY,pontigny,Pontigny,3.71667,47.9167
bussy-en-othe,BUSSY-EN-OTHE,bussy en othe,Bussy-en-Othe,3.51667,48.0167
molay-89,MOLAY,molay,Molay,3.93333,47.7333
voutenay-sur-cure,VOUTENAY-SUR-CURE,voutenay sur cure,Voutenay-sur-Cure,3.78333,47.55
argenteuil-sur-armancon,ARGENTEUIL-SUR-ARMANCON,argenteuil sur armancon,Argenteuil-sur-Armançon,4.1,47.75
brienon-sur-armancon,BRIENON-SUR-ARMANCON,brienon sur armancon,Brienon-sur-Armançon,3.61667,48
hery-89,HERY,hery,Héry,3.63333,47.9
gurgy,GURGY,gurgy,Gurgy,3.56667,47.8667
champs-sur-yonne,CHAMPS-SUR-YONNE,champs sur yonne,Champs-sur-Yonne,3.60111,47.7373
stigny,STIGNY,stigny,Stigny,4.23333,47.7667
soucy-89,SOUCY,soucy,Soucy,3.31667,48.25
nailly,NAILLY,nailly,Nailly,3.225,48.225
tanlay,TANLAY,tanlay,Tanlay,4.08333,47.8333
sacy-89,SACY,sacy,Sacy,3.81667,47.6667
mailly-la-ville,MAILLY-LA-VILLE,mailly la ville,Mailly-la-Ville,3.66667,47.6
marchais-beton,MARCHAIS-BETON,marchais beton,Marchais-Beton,03.05,47.8333
baon,BAON,baon,Baon,4.13333,47.85
censy,CENSY,censy,Censy,04.05,47.7
cisery,CISERY,cisery,Cisery,4.06667,47.5167
collan,COLLAN,collan,Collan,3.88333,47.85
tharot,THAROT,tharot,Tharot,3.86667,47.5333
armeau,ARMEAU,armeau,Armeau,3.31667,48.05
precy-sur-vrin,PRECY-SUR-VRIN,precy sur vrin,Précy-sur-Vrin,3.25,47.9667
athie-89,ATHIE,athie,Athie,3.99,47.5387
sainpuits,SAINPUITS,sainpuits,Sainpuits,3.26667,47.5167
saint-loup-d-ordon,SAINT-LOUP-D'ORDON,saint loup d ordon,Saint-Loup-d'Ordon,3.16667,48.0167
foucheres-89,FOUCHERES,foucheres,Fouchères,3.13333,48.1667
beauvoir-89,BEAUVOIR,beauvoir,Beauvoir,3.36667,47.8
annoux,ANNOUX,annoux,Annoux,04.05,47.6333
dannemoine,DANNEMOINE,dannemoine,Dannemoine,3.96667,47.9
saint-maurice-aux-riches-hommes,SAINT-MAURICE-AUX-RICHES-HOMMES,saint maurice aux riches hommes,Saint-Maurice-aux-Riches-Hommes,3.51389,48.3506
arcy-sur-cure,ARCY-SUR-CURE,arcy sur cure,Arcy-sur-Cure,3.75,47.6
cerilly-89,CERILLY,cerilly,Cérilly,3.61667,48.1833
licheres-pres-aigremont,LICHERES-PRES-AIGREMONT,licheres pres aigremont,Lichères-près-Aigremont,3.85,47.7167
prunoy,PRUNOY,prunoy,Prunoy,3.13333,47.9167
melisey-89,MELISEY,melisey,Mélisey,4.06667,47.9167
theil-sur-vanne,THEIL-SUR-VANNE,theil sur vanne,Theil-sur-Vanne,3.41667,48.1667
precy-le-sec,PRECY-LE-SEC,precy le sec,Précy-le-Sec,3.83333,47.5833
moulins-en-tonnerrois,MOULINS-EN-TONNERROIS,moulins en tonnerrois,Moulins-en-Tonnerrois,4.03333,47.7333
flogny-la-chapelle,FLOGNY-LA-CHAPELLE,flogny la chapelle,Flogny-la-Chapelle,3.87223,47.9525
subligny-89,SUBLIGNY,subligny,Subligny,3.2,48.1667
pimelles,PIMELLES,pimelles,Pimelles,4.16667,47.8333
guillon,GUILLON,guillon,Guillon,4.1,47.5167
bazarnes,BAZARNES,bazarnes,Bazarnes,3.66667,47.6667
villeneuve-les-genets,VILLENEUVE-LES-GENETS,villeneuve les genets,Villeneuve-les-Genêts,3.1,47.7333
lavau-89,LAVAU,lavau,Lavau,2.98333,47.6
chemilly-sur-serein,CHEMILLY-SUR-SEREIN,chemilly sur serein,Chemilly-sur-Serein,3.85,47.7667
sauvigny-le-beureal,SAUVIGNY-LE-BEUREAL,sauvigny le beureal,Sauvigny-le-Beuréal,4.11667,47.4833
dracy,DRACY,dracy,Dracy,3.25,47.7583
chevillon-89,CHEVILLON,chevillon,Chevillon,3.18333,47.9167
val-de-mercy,VAL-DE-MERCY,val de mercy,Val-de-Mercy,3.58333,47.6833
ravieres,RAVIERES,ravieres,Ravières,4.21667,47.7333
saint-fargeau,SAINT-FARGEAU,saint fargeau,Saint-Fargeau,3.06667,47.6333
pacy-sur-armancon,PACY-SUR-ARMANCON,pacy sur armancon,Pacy-sur-Armançon,4.08333,47.7667
marmeaux,MARMEAUX,marmeaux,Marmeaux,4.1,47.5833
veron,VERON,veron,Véron,3.3,48.1333
saint-denis-89,SAINT-DENIS,saint denis,Saint-Denis,3.26667,48.2333
bellechaume,BELLECHAUME,bellechaume,Bellechaume,3.6,48.05
branches,BRANCHES,branches,Branches,3.48333,47.8833
licheres-sur-yonne,LICHERES-SUR-YONNE,licheres sur yonne,Lichères-sur-Yonne,3.6,47.5
champlost,CHAMPLOST,champlost,Champlost,3.66667,48.0333
sepeaux,SEPEAUX,sepeaux,Sépeaux,3.23333,47.95
isle-sur-serein,L'ISLE-SUR-SEREIN,l isle sur serein,L'Isle-sur-Serein,4,47.5833
sennevoy-le-haut,SENNEVOY-LE-HAUT,sennevoy le haut,Sennevoy-le-Haut,4.28333,47.8
montigny-la-resle,MONTIGNY-LA-RESLE,montigny la resle,Montigny-la-Resle,3.68333,47.8667
villiers-saint-benoît,VILLIERS-SAINT-BENOIT,villiers saint benoit,Villiers-Saint-Benoît,3.21667,47.7833
cheu,CHEU,cheu,Chéu,3.76667,47.9667
cuy-89,CUY,cuy,Cuy,3.26667,48.25
chapelle-vaupelteigne,LA CHAPELLE-VAUPELTEIGNE,la chapelle vaupelteigne,La Chapelle-Vaupelteigne,3.76667,47.85
tronchoy,TRONCHOY,tronchoy,Tronchoy,3.95,47.9167
fleury-la-vallee,FLEURY-LA-VALLEE,fleury la vallee,Fleury-la-Vallée,3.45,47.8667
pierre-perthuis,PIERRE-PERTHUIS,pierre perthuis,Pierre-Perthuis,3.78333,47.4333
sainte-magnance,SAINTE-MAGNANCE,sainte magnance,Sainte-Magnance,4.06667,47.45
rousson-89,ROUSSON,rousson,Rousson,3.26667,48.1
venoy,VENOY,venoy,Venoy,3.63333,47.8
laroche-saint-cydroine,LAROCHE-SAINT-CYDROINE,laroche saint cydroine,Laroche-Saint-Cydroine,3.51667,47.9667
tharoiseau,THAROISEAU,tharoiseau,Tharoiseau,3.8,47.4667
fontenouilles,FONTENOUILLES,fontenouilles,Fontenouilles,03.05,47.8833
roffey,ROFFEY,roffey,Roffey,3.91667,47.9167
villeneuve-saint-salves,VILLENEUVE-SAINT-SALVES,villeneuve saint salves,Villeneuve-Saint-Salves,3.65,47.85
villevallier,VILLEVALLIER,villevallier,Villevallier,3.31667,48.0167
sementron,SEMENTRON,sementron,Sementron,3.36667,47.65
trichey,TRICHEY,trichey,Trichey,4.13333,47.9333
sceaux-89,SCEAUX,sceaux,Sceaux,4.01667,47.5333
brion-89,BRION,brion,Brion,3.48333,48
cornant,CORNANT,cornant,Cornant,3.18333,48.1333
domats,DOMATS,domats,Domats,3.06667,48.1167
charbuy,CHARBUY,charbuy,Charbuy,3.46667,47.8167
bussy-le-repos-89,BUSSY-LE-REPOS,bussy le repos,Bussy-le-Repos,3.23333,48.05
bagneaux,BAGNEAUX,bagneaux,Bagneaux,3.58333,48.2333
villeblevin,VILLEBLEVIN,villeblevin,Villeblevin,3.08333,48.3167
dissangis,DISSANGIS,dissangis,Dissangis,3.98333,47.6
migennes,MIGENNES,migennes,Migennes,3.51667,47.9667
chatel-censoir,CHATEL-CENSOIR,chatel censoir,Châtel-Censoir,3.63333,47.5167
looze,LOOZE,looze,Looze,3.43333,47.9833
vinneuf,VINNEUF,vinneuf,Vinneuf,3.13333,48.35
etivey,ETIVEY,etivey,Étivey,4.15,47.6667
etaule,ETAULE,etaule,Étaule,3.91667,47.5167
merry-sec,MERRY-SEC,merry sec,Merry-Sec,3.48333,47.65
varennes-89,VARENNES,varennes,Varennes,3.78333,47.9
brosses,BROSSES,brosses,Brosses,3.68333,47.5333
chassignelles,CHASSIGNELLES,chassignelles,Chassignelles,4.18333,47.75
coulangeron,COULANGERON,coulangeron,Coulangeron,3.46667,47.6833
santigny,SANTIGNY,santigny,Santigny,4.11667,47.5667
magny-89,MAGNY,magny,Magny,3.98098,47.4841
villon,VILLON,villon,Villon,4.18333,47.9
trucy-sur-yonne,TRUCY-SUR-YONNE,trucy sur yonne,Trucy-sur-Yonne,3.66667,47.6333
sermizelles,SERMIZELLES,sermizelles,Sermizelles,3.8,47.5333
chastellux-sur-cure,CHASTELLUX-SUR-CURE,chastellux sur cure,Chastellux-sur-Cure,3.88333,47.3833
massangis,MASSANGIS,massangis,Massangis,3.96667,47.6167
sougeres-en-puisaye,SOUGERES-EN-PUISAYE,sougeres en puisaye,Sougères-en-Puisaye,3.33333,47.5667
rouvray-89,ROUVRAY,rouvray,Rouvray,3.66667,47.9
blannay,BLANNAY,blannay,Blannay,3.78333,47.5333
provency,PROVENCY,provency,Provency,3.95,47.55
joux-la-ville,JOUX-LA-VILLE,joux la ville,Joux-la-Ville,3.85,47.6167
menades,MENADES,menades,Menades,3.81667,47.45
argentenay,ARGENTENAY,argentenay,Argentenay,4.11667,47.8167
lainsecq,LAINSECQ,lainsecq,Lainsecq,3.26667,47.55
mige,MIGE,mige,Migé,3.55,47.6833
jussy-89,JUSSY,jussy,Jussy,3.58333,47.7167
courson-les-carrieres,COURSON-LES-CARRIERES,courson les carrieres,Courson-les-Carrières,3.5,47.6
villiers-les-hauts,VILLIERS-LES-HAUTS,villiers les hauts,Villiers-les-Hauts,4.15,47.7333
merry-sur-yonne,MERRY-SUR-YONNE,merry sur yonne,Merry-sur-Yonne,3.65,47.5667
villeneuve-la-guyard,VILLENEUVE-LA-GUYARD,villeneuve la guyard,Villeneuve-la-Guyard,3.06667,48.3333
coulanges-sur-yonne,COULANGES-SUR-YONNE,coulanges sur yonne,Coulanges-sur-Yonne,3.53333,47.5167
rosoy-89,ROSOY,rosoy,Rosoy,3.31667,48.15
piffonds,PIFFONDS,piffonds,Piffonds,3.15,48.05
thorey,THOREY,thorey,Thorey,4.12223,47.9034
cerisiers,CERISIERS,cerisiers,Cerisiers,3.48333,48.1333
taingy,TAINGY,taingy,Taingy,3.4,47.6167
druyes-les-belles-fontaines,DRUYES-LES-BELLES-FONTAINES,druyes les belles fontaines,Druyes-les-Belles-Fontaines,3.42028,47.5478
annay-la-cote,ANNAY-LA-COTE,annay la cote,Annay-la-Côte,3.88333,47.5333
guerchy,GUERCHY,guerchy,Guerchy,3.45,47.8833
charentenay,CHARENTENAY,charentenay,Charentenay,3.55,47.65
dixmont,DIXMONT,dixmont,Dixmont,3.41667,48.0833
asnieres-sous-bois,ASNIERES-SOUS-BOIS,asnieres sous bois,Asnières-sous-Bois,3.65,47.4833
collemiers,COLLEMIERS,collemiers,Collemiers,3.23333,48.15
quarre-les-tombes,QUARRE-LES-TOMBES,quarre les tombes,Quarré-les-Tombes,3.98333,47.3667
lixy,LIXY,lixy,Lixy,3.1,48.2333
vireaux,VIREAUX,vireaux,Vireaux,04.05,47.7833
arces-dilo,ARCES-DILO,arces dilo,Arces-Dilo,3.5975,48.0909
sormery,SORMERY,sormery,Sormery,3.76667,48.0833
egriselles-le-bocage,EGRISELLES-LE-BOCAGE,egriselles le bocage,Égriselles-le-Bocage,3.18333,48.1167
saint-julien-du-sault,SAINT-JULIEN-DU-SAULT,saint julien du sault,Saint-Julien-du-Sault,3.3,48.0333
soumaintrain,SOUMAINTRAIN,soumaintrain,Soumaintrain,3.83333,48.0167
egleny,EGLENY,egleny,Égleny,3.36667,47.8167
rugny,RUGNY,rugny,Rugny,4.15,47.9
saint-maurice-le-vieil,SAINT-MAURICE-LE-VIEIL,saint maurice le vieil,Saint-Maurice-le-Vieil,3.35,47.8167
postolle,LA POSTOLLE,la postolle,La Postolle,3.43333,48.2833
saint-valerien-89,SAINT-VALERIEN,saint valerien,Saint-Valérien,3.1,48.1833
seignelay,SEIGNELAY,seignelay,Seignelay,3.6,47.9
hauterive-89,HAUTERIVE,hauterive,Hauterive,3.6,47.9333
compigny,COMPIGNY,compigny,Compigny,3.26667,48.3667
sieges,LES SIEGES,les sieges,Sièges,3.51667,48.1833
clerimois,LES CLERIMOIS,les clerimois,Clérimois,3.43333,48.2333
sennevoy-le-bas,SENNEVOY-LE-BAS,sennevoy le bas,Sennevoy-le-Bas,4.28333,47.8
ferte-loupiere,LA FERTE-LOUPIERE,la ferte loupiere,La Ferté-Loupière,3.23333,47.9
vault-de-lugny,VAULT-DE-LUGNY,vault de lugny,Vault-de-Lugny,3.85,47.5
chamvres,CHAMVRES,chamvres,Chamvres,3.36667,47.95
perrigny-sur-armancon,PERRIGNY-SUR-ARMANCON,perrigny sur armancon,Perrigny-sur-Armançon,4.21667,47.6833
mont-saint-sulpice,MONT-SAINT-SULPICE,mont saint sulpice,Mont-Saint-Sulpice,3.63333,47.95
sens,SENS,sens,Sens,3.28389,48.1981
pont-sur-vanne,PONT-SUR-VANNE,pont sur vanne,Pont-sur-Vanne,3.45,48.1833
sery-89,SERY,sery,Sery,3.68333,47.6167
gy-l-eveque,GY-L'EVEQUE,gy l eveque,Gy-l'Évêque,3.55,47.7167
mezilles,MEZILLES,mezilles,Mézilles,3.16667,47.7
belliole,LA BELLIOLE,la belliole,La Belliole,3.08333,48.15
champcevrais,CHAMPCEVRAIS,champcevrais,Champcevrais,2.96667,47.75
pasilly,PASILLY,pasilly,Pasilly,4.08333,47.7
lucy-sur-yonne,LUCY-SUR-YONNE,lucy sur yonne,Lucy-sur-Yonne,3.58333,47.5167
charmoy-89,CHARMOY,charmoy,Charmoy,3.49167,47.9417
givry-89,GIVRY,givry,Givry,3.8,47.5167
chigy,CHIGY,chigy,Chigy,3.48333,48.2
sergines,SERGINES,sergines,Sergines,3.25,48.3333
celle-saint-cyr,LA CELLE-SAINT-CYR,la celle saint cyr,La Celle-Saint-Cyr,3.3,47.9667
ormoy-89,ORMOY,ormoy,Ormoy,3.56667,47.95
beine,BEINE,beine,Beine,3.71667,47.8167
neuilly-89,NEUILLY,neuilly,Neuilly,3.43333,47.9167
junay,JUNAY,junay,Junay,3.95,47.8833
festigny-89,FESTIGNY,festigny,Festigny,3.53333,47.55
chablis,CHABLIS,chablis,Chablis,3.8,47.8167
bois-d-arcy-89,BOIS-D'ARCY,bois d arcy,Bois-d'Arcy,3.71667,47.55
saint-andre-en-terre-plaine,SAINT-ANDRE-EN-TERRE-PLAINE,saint andre en terre plaine,Saint-André-en-Terre-Plaine,4.06667,47.4833
saint-cyr-les-colons,SAINT-CYR-LES-COLONS,saint cyr les colons,Saint-Cyr-les-Colons,3.73333,47.75
villeneuve-la-dondagre,VILLENEUVE-LA-DONDAGRE,villeneuve la dondagre,Villeneuve-la-Dondagre,3.13333,48.1333
treigny,TREIGNY,treigny,Treigny,3.18417,47.5509
andryes,ANDRYES,andryes,Andryes,3.48333,47.5167
courtoin,COURTOIN,courtoin,Courtoin,3.1,48.1167
grimault,GRIMAULT,grimault,Grimault,3.98333,47.65
villiers-sur-tholon,VILLIERS-SUR-THOLON,villiers sur tholon,Villiers-sur-Tholon,3.33333,47.8833
vernoy-89,VERNOY,vernoy,Vernoy,3.11667,48.0833
courgis,COURGIS,courgis,Courgis,3.75,47.7667
poilly-sur-serein,POILLY-SUR-SEREIN,poilly sur serein,Poilly-sur-Serein,3.9,47.7667
villiers-vineux,VILLIERS-VINEUX,villiers vineux,Villiers-Vineux,3.81667,47.9333
nuits,NUITS,nuits,Nuits,4.21334,47.7312
chapelle-sur-oreuse,LA CHAPELLE-SUR-OREUSE,la chapelle sur oreuse,La Chapelle-sur-Oreuse,3.3,48.2833
joigny,JOIGNY,joigny,Joigny,3.4,47.9833
brannay,BRANNAY,brannay,Brannay,3.11667,48.2333
savigny-en-terre-plaine,SAVIGNY-EN-TERRE-PLAINE,savigny en terre plaine,Savigny-en-Terre-Plaine,4.08333,47.5
fontaines-89,FONTAINES,fontaines,Fontaines,3.26667,47.7
villeneuve-l-archeveque,VILLENEUVE-L'ARCHEVEQUE,villeneuve l archeveque,Villeneuve-l'Archevêque,3.55,48.2333
pourrain,POURRAIN,pourrain,Pourrain,3.41667,47.75
fournaudin,FOURNAUDIN,fournaudin,Fournaudin,3.65,48.15
jouancy,JOUANCY,jouancy,Jouancy,4.03362,47.6828
vallery,VALLERY,vallery,Vallery,03.05,48.2333
bleigny-le-carreau,BLEIGNY-LE-CARREAU,bleigny le carreau,Bleigny-le-Carreau,3.68333,47.8333
ouanne,OUANNE,ouanne,Ouanne,3.41667,47.6667
serrigny,SERRIGNY,serrigny,Serrigny,3.91667,47.8333
sainte-colombe-sur-loing,SAINTE-COLOMBE-SUR-LOING,sainte colombe sur loing,Sainte-Colombe-sur-Loing,3.23333,47.5667
auxerre,AUXERRE,auxerre,Auxerre,3.56667,47.8
malicorne-89,MALICORNE,malicorne,Malicorne,3.1,47.8167
saint-georges-sur-baulche,SAINT-GEORGES-SUR-BAULCHE,saint georges sur baulche,Saint-Georges-sur-Baulche,3.53306,47.8053
champlay,CHAMPLAY,champlay,Champlay,3.43333,47.95
courgenay,COURGENAY,courgenay,Courgenay,3.55,48.2833
chene-arnoult,CHENE-ARNOULT,chene arnoult,Chêne-Arnoult,3.06667,47.9
vezannes,VEZANNES,vezannes,Vézannes,3.86667,47.8667
saint-serotin,SAINT-SEROTIN,saint serotin,Saint-Sérotin,3.16667,48.25
tissey,TISSEY,tissey,Tissey,3.9,47.85
lucy-sur-cure,LUCY-SUR-CURE,lucy sur cure,Lucy-sur-Cure,3.75,47.6333
aigremont-89,AIGREMONT,aigremont,Aigremont,3.88333,47.7167
senan,SENAN,senan,Senan,3.35,47.9167
chatel-gerard,CHATEL-GERARD,chatel gerard,Châtel-Gérard,4.08333,47.6333
michery,MICHERY,michery,Michery,3.23333,48.3
thory-89,THORY,thory,Thory,3.91306,47.565
saint-aubin-sur-yonne,SAINT-AUBIN-SUR-YONNE,saint aubin sur yonne,Saint-Aubin-sur-Yonne,3.35,48
saint-martin-sur-ouanne,SAINT-MARTIN-SUR-OUANNE,saint martin sur ouanne,Saint-Martin-sur-Ouanne,3.1,47.8333
talcy-89,TALCY,talcy,Talcy,4.06667,47.5667
perreux-89,PERREUX,perreux,Perreux,3.15,47.8667
perrigny-89,PERRIGNY,perrigny,Perrigny,3.53778,47.82
carisey,CARISEY,carisey,Carisey,3.85,47.9167
saint-denis-sur-ouanne,SAINT-DENIS-SUR-OUANNE,saint denis sur ouanne,Saint-Denis-sur-Ouanne,3.13333,47.8167
gisy-les-nobles,GISY-LES-NOBLES,gisy les nobles,Gisy-les-Nobles,3.25,48.2833
fontaine-la-gaillarde,FONTAINE-LA-GAILLARDE,fontaine la gaillarde,Fontaine-la-Gaillarde,3.38333,48.2167
aillant-sur-tholon,AILLANT-SUR-THOLON,aillant sur tholon,Aillant-sur-Tholon,3.35,47.8667
jully,JULLY,jully,Jully,4.28333,47.7833
saint-florentin-89,SAINT-FLORENTIN,saint florentin,Saint-Florentin,3.73333,48
vareilles-89,VAREILLES,vareilles,Vareilles,3.46667,48.1667
bierry-les-belles-fontaines,BIERRY-LES-BELLES-FONTAINES,bierry les belles fontaines,Bierry-les-Belles-Fontaines,4.18417,47.5962
germigny-89,GERMIGNY,germigny,Germigny,3.78333,47.9833
vassy-sous-pisy,VASSY-SOUS-PISY,vassy sous pisy,Vassy-sous-Pisy,4.16667,47.5667
blacy-89,BLACY,blacy,Blacy,04.05,47.5667
lain,LAIN,lain,Lain,3.35,47.6167
courtelevant,COURTELEVANT,courtelevant,Courtelevant,7.08333,47.5167
mezire,MEZIRE,mezire,Méziré,6.91667,47.5333
reppe,REPPE,reppe,Reppe,7.03333,47.6667
sermamagny,SERMAMAGNY,sermamagny,Sermamagny,6.83333,47.7
belfort,BELFORT,belfort,Belfort,6.86667,47.6333
vauthiermont,VAUTHIERMONT,vauthiermont,Vauthiermont,7.03333,47.6833
saint-germain-le-chatelet,SAINT-GERMAIN-LE-CHATELET,saint germain le chatelet,Saint-Germain-le-Châtelet,6.96667,47.7
meroux,MEROUX,meroux,Meroux,6.90001,47.5956
felon,FELON,felon,Felon,6.98333,47.7
bessoncourt,BESSONCOURT,bessoncourt,Bessoncourt,6.93333,47.65
bourogne,BOUROGNE,bourogne,Bourogne,6.91667,47.5667
grosne,GROSNE,grosne,Grosne,7,47.5667
phaffans,PHAFFANS,phaffans,Phaffans,6.93333,47.6667
montreux-chateau,MONTREUX-CHATEAU,montreux chateau,Montreux-Château,7,47.6167
riervescemont,RIERVESCEMONT,riervescemont,Riervescemont,6.88112,47.7653
danjoutin,DANJOUTIN,danjoutin,Danjoutin,6.86667,47.6167
bethonvilliers-90,BETHONVILLIERS,bethonvilliers,Béthonvilliers,6.96667,47.6833
lamadeleine-val-des-anges,LAMADELEINE-VAL-DES-ANGES,lamadeleine val des anges,Lamadeleine-Val-des-Anges,6.91667,47.7667
angeot,ANGEOT,angeot,Angeot,7.01667,47.7
bermont,BERMONT,bermont,Bermont,6.85,47.5833
denney,DENNEY,denney,Denney,6.91667,47.65
autrechene,AUTRECHENE,autrechene,Autrechêne,6.95945,47.595
menoncourt,MENONCOURT,menoncourt,Menoncourt,6.95,47.6667
novillard,NOVILLARD,novillard,Novillard,6.96667,47.6
offemont,OFFEMONT,offemont,Offemont,6.88333,47.6667
grosmagny,GROSMAGNY,grosmagny,Grosmagny,6.88333,47.7167
vezelois,VEZELOIS,vezelois,Vézelois,6.91667,47.6
chatenois-les-forges,CHATENOIS-LES-FORGES,chatenois les forges,Châtenois-les-Forges,6.85,47.5667
petit-croix,PETIT-CROIX,petit croix,Petit-Croix,6.98333,47.6167
joncherey,JONCHEREY,joncherey,Joncherey,7,47.5333
chevremont,CHEVREMONT,chevremont,Chèvremont,6.91667,47.6333
riviere-90,LARIVIERE,lariviere,Rivière,7,47.6667
lepuix,LEPUIX,lepuix,Lepuix,6.81667,47.7667
charmois-90,CHARMOIS,charmois,Charmois,6.93333,47.5667
fontaine-90,FONTAINE,fontaine,Fontaine,7,47.6667
auxelles-bas,AUXELLES-BAS,auxelles bas,Auxelles-Bas,6.78333,47.7333
froidefontaine,FROIDEFONTAINE,froidefontaine,Froidefontaine,6.95,47.5667
cravanche,CRAVANCHE,cravanche,Cravanche,6.83333,47.65
roppe,ROPPE,roppe,Roppe,6.91667,47.6667
feche-l-eglise,FECHE-L'EGLISE,feche l eglise,Fêche-l'Église,6.95,47.5
auxelles-haut,AUXELLES-HAUT,auxelles haut,Auxelles-Haut,6.76667,47.75
lachapelle-sous-rougemont,LACHAPELLE-SOUS-ROUGEMONT,lachapelle sous rougemont,Lachapelle-sous-Rougemont,7.01667,47.7167
trevenans,TREVENANS,trevenans,Trévenans,6.86195,47.5709
argiesans,ARGIESANS,argiesans,Argiésans,6.81667,47.6
rougemont-le-chateau,ROUGEMONT-LE-CHATEAU,rougemont le chateau,Rougemont-le-Château,6.96667,47.7333
morvillars,MORVILLARS,morvillars,Morvillars,6.93333,47.55
giromagny,GIROMAGNY,giromagny,Giromagny,6.83333,47.75
delle,DELLE,delle,Delle,7,47.5
valdoie,VALDOIE,valdoie,Valdoie,6.85,47.6667
boron,BORON,boron,Boron,7.01667,47.5667
croix-90,CROIX,croix,Croix,6.95,47.45
moval,MOVAL,moval,Moval,6.88333,47.5833
etueffont,ETUEFFONT,etueffont,Étueffont,6.92167,47.7189
grandvillars,GRANDVILLARS,grandvillars,Grandvillars,6.96667,47.55
suarce,SUARCE,suarce,Suarce,7.08333,47.5667
perouse,PEROUSE,perouse,Pérouse,6.9,47.6333
courcelles-90,COURCELLES,courcelles,Courcelles,7.0764,47.4984
botans,BOTANS,botans,Botans,6.85,47.6
evette-salbert,EVETTE-SALBERT,evette salbert,Évette-Salbert,6.79834,47.675
rechesy,RECHESY,rechesy,Réchésy,7.11667,47.5
bourg-sous-chatelet,BOURG-SOUS-CHATELET,bourg sous chatelet,Bourg-sous-Châtelet,6.95,47.7
cunelieres,CUNELIERES,cunelieres,Cunelières,7,47.6333
frais,FRAIS,frais,Frais,6.98333,47.65
leval-90,LEVAL,leval,Leval,6.98333,47.7333
bavilliers,BAVILLIERS,bavilliers,Bavilliers,6.83333,47.6167
banvillars,BANVILLARS,banvillars,Banvillars,6.81667,47.6
eloie,ELOIE,eloie,Éloie,6.86667,47.6833
foussemagne,FOUSSEMAGNE,foussemagne,Foussemagne,7,47.6333
vescemont,VESCEMONT,vescemont,Vescemont,6.85,47.75
brebotte,BREBOTTE,brebotte,Brebotte,6.96667,47.5833
vellescot,VELLESCOT,vellescot,Vellescot,7.01667,47.5667
chavanatte,CHAVANATTE,chavanatte,Chavanatte,7.06667,47.5833
essert,ESSERT,essert,Essert,6.81667,47.6333
urcerey,URCEREY,urcerey,Urcerey,6.8,47.6
rougegoutte,ROUGEGOUTTE,rougegoutte,Rougegoutte,6.85,47.7333
romagny-sous-rougemont,ROMAGNY-SOUS-ROUGEMONT,romagny sous rougemont,Romagny-sous-Rougemont,6.96667,47.7167
petitefontaine,PETITEFONTAINE,petitefontaine,Petitefontaine,7.00778,47.7214
petitmagny,PETITMAGNY,petitmagny,Petitmagny,6.89834,47.7214
andelnans,ANDELNANS,andelnans,Andelnans,6.86667,47.6
