nom_com,nom_com_m,insee_com,statut,population,insee_arr,insee_dep,insee_reg,code_epci,X_COORD,Y_COORD,latitude,longitude
Vaux-sur-Poligny,VAUX-SUR-POLIGNY,39548,Commune simple,77,1,39,27,200071595,907864.587363,6639461.00671,46.825725,5.723412
Strazeele,STRAZEELE,59582,Commune simple,945,4,59,32,200040947,673094.992943,7069761.9513,50.727073,2.629435
Saint-Christophe-du-Jambet,SAINT-CHRISTOPHE-DU-JAMBET,72273,Commune simple,233,2,72,52,200072700,481742.52265,6796723.66956,48.231761,0.017933
Saint-Didier-d'Aussiat,SAINT-DIDIER-D'AUSSIAT,01346,Commune simple,871,2,01,84,200071751,858409.8471859999,6580676.25793,46.309148,5.064015
Geraise,GERAISE,39248,Commune simple,42,1,39,27,200071595,924650.757929,6655143.13196,46.956513,5.949036
Pesmes,PESMES,70408,Commune simple,1084,2,70,27,200036549,894400.8027249998,6691055.50849,47.286269,5.559829
Beauvain,BEAUVAIN,61035,Commune simple,271,1,61,28,200071652,456632.81749,6840642.05586,48.613014,-0.312636
La Pallu,LA PALLU,53173,Commune simple,193,3,53,52,200042182,456512.002859,6827769.7349,46.714131,0.274856
Ledringhem,LEDRINGHEM,59338,Commune simple,661,4,59,32,200040954,660865.396578,7085190.41776,50.865629,2.43883
Lignou,LIGNOU,61227,Commune simple,150,2,61,28,246100390,453902.017461,6846757.89566,48.677631,-0.35364
Corenc,CORENC,38126,Commune simple,4013,1,38,84,200040715,916492.70539,6462282.41787,45.210587,5.755237
Madré,MADRE,53142,Commune simple,293,3,53,52,200042182,450564.586406,6824152.81605,48.477757,-0.380108
Le Cloître-Saint-Thégonnec,LE CLOITRE-SAINT-THEGONNEC,29034,Commune simple,660,3,29,53,242900835,198435.477356,6839307.37308,48.478523,-3.79362
Prée-d'Anjou,PREE-D'ANJOU,53124,Commune simple,1421,1,53,52,245300447,413579.49024,6754111.20102,47.84059,-0.818845
Saulchoy-sous-Poix,SAULCHOY-SOUS-POIX,80728,Commune simple,71,2,80,32,200071181,623506.753491,6962514.59563,49.757,1.937703
Seuilly,SEUILLY,37248,Commune simple,359,1,37,24,200043081,484779.022276,6673528.73222,47.136396,0.166488
Athies,ATHIES,62042,Commune simple,1014,1,62,32,200033579,688700.226444,7023309.52063,50.304458,2.834277
Lapouyade,LAPOUYADE,33230,Commune simple,498,5,33,75,200070092,441627.690335,6451142.38993,45.095582,-0.313577
Piré-Chancé,PIRE-CHANCE,35220,Commune simple,2901,3,35,53,243500659,370501.856274,6777352.76204,48.021985,-1.45589
Ablainzevelle,ABLAINZEVELLE,62002,Commune simple,222,1,62,32,200035442,681480.108447,7006125.60022,50.151486,2.730284
Saint-Tugdual,SAINT-TUGDUAL,56238,Commune simple,370,2,56,53,245614417,226528.544553,6796406.05283,48.099785,-3.339534
Pulversheim,PULVERSHEIM,68258,Commune simple,2960,4,68,44,200066009,1021422.44417,6757792.00103,47.838707,7.309973
Pont-de-Vaux,PONT-DE-VAUX,01305,Commune simple,2258,2,01,84,200071371,848058.004813,6595419.80836,46.430985,4.937193
Saint-Gérons,SAINT-GERONS,15189,Commune simple,217,1,15,84,200066678,637272.671675,6427209.72703,44.933948,2.188148
Brénod,BRENOD,01060,Commune simple,509,4,01,84,200042935,902021.379365,6556215.12319,46.057651,5.605606
Saires-la-Verrerie,SAIRES-LA-VERRERIE,61459,Commune simple,305,2,61,28,200035814,443375.005888,6848900.68454,48.676389,-0.496358
Rethonvillers,RETHONVILLERS,80669,Commune simple,366,4,80,32,200070985,689591.699516,6959729.5252,49.735814,2.869581
Chazelles,CHAZELLES,15048,Commune simple,33,3,15,84,200066637,725727.8168059998,6445271.02614,45.107,3.331
Magny-le-Désert,MAGNY-LE-DESERT,61243,Commune simple,1400,1,61,28,200071652,454885.396648,6835190.1459,48.567832,-0.330086
Cattenières,CATTENIERES,59138,Commune simple,670,2,59,32,200030633,724067.703188,7003926.9727,50.134278,3.329371
Port,PORT,01307,Commune simple,849,4,01,84,200042935,898744.718772,6565049.60146,-20.939968,55.291098
Saint-Laurent-sur-Gorre,SAINT-LAURENT-SUR-GORRE,87158,Commune simple,1500,3,87,75,200066520,542512.498969,6520756.40422,45.766677,0.946988
Louzouer,LOUZOUER,45189,Commune simple,266,1,45,24,200067668,690231.267346,6770439.69701,48.021107,2.85166
Le Ménil-de-Briouze,LE MENIL-DE-BRIOUZE,61260,Commune simple,562,2,61,28,200035814,449829.324631,6845488.71205,48.676969,-0.397764
La Ferrière-aux-Étangs,LA FERRIERE-AUX-ETANGS,61163,Commune simple,1518,2,61,28,200035814,441661.281103,6844784.04597,48.650593,-0.523369
Sauvillers-Mongival,SAUVILLERS-MONGIVAL,80729,Commune simple,175,3,80,32,200070969,661471.916889,6958023.46162,49.731904,2.479068
Coren,COREN,15055,Commune simple,434,3,15,84,200066660,708534.131617,6443145.90176,45.067196,3.111159
Ruynes-en-Margeride,RUYNES-EN-MARGERIDE,15168,Commune simple,707,3,15,84,200066660,717662.312786,6433959.15409,45.005397,3.22545
Saint-Didier-sous-Aubenas,SAINT-DIDIER-SOUS-AUBENAS,07229,Commune simple,961,1,07,84,200073245,812623.211449,6391300.86476,44.608136,4.413939
Bellecombe-Tarendol,BELLECOMBE-TARENDOL,26046,Commune simple,75,2,26,84,200068229,887703.047004,6364738.27135,44.360072,5.343858
Sainte-Segrée,SAINTE-SEGREE,80719,Commune simple,57,2,80,32,200071181,621707.909254,6962972.55192,49.755379,1.913737
Blaignan-Prignac,BLAIGNAN-PRIGNAC,33055,Commune simple,469,4,33,75,200069995,395588.498827,6476535.17913,45.323531,-0.88003
Méhoudin,MEHOUDIN,61257,Commune simple,123,1,61,28,200071652,450327.323815,6828516.3164,48.501774,-0.384566
Les Mazures,LES MAZURES,08284,Commune simple,903,1,08,44,200067759,817293.9548929998,6978800.83841,49.889715,4.62455
Bessy,BESSY,10043,Commune simple,140,2,10,44,200070126,775644.965262,6827306.58319,48.546034,4.023404
Juvigny,JUVIGNY,51312,Commune simple,925,1,51,44,200066876,793260.6321669999,6880304.84508,49.012139,4.264936
Molèdes,MOLEDES,15126,Commune simple,92,3,15,84,200066637,703393.677816,6463065.00693,45.287211,3.052183
Saint-Austremoine,SAINT-AUSTREMOINE,43169,Commune simple,45,1,43,84,200073393,728141.099175,6446742.06584,45.117415,3.365842
Bransles,BRANSLES,77050,Commune simple,568,4,77,11,200023919,687206.866044,6783196.91744,48.152136,2.832798
Égry,EGRY,45132,Commune simple,360,3,45,24,200071850,658364.268054,6778020.87193,48.103112,2.436702
Vimory,VIMORY,45345,Commune simple,1173,1,45,24,244500203,676004.391801,6760941.46932,47.945938,2.684781
Villers-Saint-Barthélemy,VILLERS-SAINT-BARTHELEMY,60681,Commune simple,480,1,60,32,246000913,624071.472417,6923123.72769,49.398214,1.950252
Villers-Saint-Genest,VILLERS-SAINT-GENEST,60683,Commune simple,389,4,60,32,246000871,692748.773777,6893441.73257,49.141143,2.902198
Ervauville,ERVAUVILLE,45136,Commune simple,546,1,45,24,200067668,698729.95889,6777116.62774,48.088746,2.980152
Béon,BEON,89037,Commune simple,510,3,89,27,248900938,723342.3096339998,6761059.68019,47.961985,3.328425
Racquinghem,RACQUINGHEM,62684,Commune simple,2276,5,62,32,200069037,654719.892746,7066721.61746,50.689699,2.350397
Auchy-au-Bois,AUCHY-AU-BOIS,62049,Commune simple,504,2,62,32,200072460,655494.569815,7050568.17034,50.555866,2.373137
Bonneval,BONNEVAL,43035,Commune simple,70,1,43,84,200073419,757421.096859,6467779.41365,45.324672,3.733154
Courbeveille,COURBEVEILLE,53082,Commune simple,640,1,53,52,200048551,410031.770325,6772320.45232,48.001121,-0.863738
La Coulonche,LA COULONCHE,61124,Commune simple,493,2,61,28,200035814,444648.054856,6843118.94696,48.629896,-0.468478
Simacourbe,SIMACOURBE,64524,Commune simple,404,3,64,75,200067296,443520.558509,6266036.26098,43.452001,-0.171013
La Selle-la-Forge,LA SELLE-LA-FORGE,61466,Commune simple,1466,2,61,28,200035814,440158.652118,6854158.94263,48.746119,-0.505671
Baladou,BALADOU,46016,Commune simple,399,3,46,76,200066371,585986.045081,6426054.21092,44.929101,1.565294
Saint-Flour,SAINT-FLOUR,15187,Sous-préfecture,6435,3,15,84,200066660,706540.171505,6436604.77888,45.032368,3.092934
Goux-les-Usiers,GOUX-LES-USIERS,25282,Commune simple,727,3,25,27,242504488,950318.839816,6658645.23825,46.970854,6.279267
Bouzonville-aux-Bois,BOUZONVILLE-AUX-BOIS,45047,Commune simple,428,3,45,24,200066280,643855.045376,6778513.3689,48.103266,2.239472
Sainte-Florine,SAINTE-FLORINE,43185,Commune simple,3154,1,43,84,244301099,724182.1551449999,6478161.55397,45.40573,3.312068
Échalou,ECHALOU,61149,Commune simple,389,2,61,28,200035814,443191.213384,6852602.5993,48.729206,-0.488436
Méral,MERAL,53151,Commune simple,1098,1,53,52,200048551,400396.451092,6768861.19416,47.96013,-0.979289
Le Vast,LE VAST,50619,Commune simple,324,2,50,28,200067205,385071.785874,6955262.36852,49.265576,2.394775
Saint-Acheul,SAINT-ACHEUL,80697,Commune simple,27,2,80,32,200070951,640139.474302,7010558.1557,50.186562,2.160814
Lassicourt,LASSICOURT,10189,Commune simple,63,1,10,44,200040137,811036.081779,6816083.35653,48.442672,4.489618
Bagnoles de l'Orne Normandie,BAGNOLES DE L'ORNE NORMANDIE,61483,Commune simple,2693,1,61,28,200068443,447691.789645,6835090.63654,48.55331,-0.421905
Flize,FLIZE,08173,Commune simple,1723,1,08,44,200041630,825813.501213,6953613.62682,49.698916,4.777069
La Ferté Macé,LA FERTE MACE,61168,Commune simple,5237,2,61,28,200035814,451735.694067,6835703.56379,48.592001,-0.35783
Saint-André-de-Messei,SAINT-ANDRE-DE-MESSEI,61362,Commune simple,572,2,61,28,200035814,440863.169667,6848932.83503,48.696104,-0.524573
Rives d'Andaine,RIVES D'ANDAINE,61096,Commune simple,3054,1,61,28,200068443,445398.640683,6831238.87595,48.528361,-0.4802
La Vicogne,LA VICOGNE,80792,Commune simple,252,2,80,32,200070951,651700.708374,6996400.70916,50.052645,2.321388
Sainte-Honorine-la-Guillaume,SAINTE-HONORINE-LA-GUILLAUME,61408,Commune simple,334,2,61,28,246100390,451568.478277,6858377.57282,48.777542,-0.354423
Auzon,AUZON,43016,Commune simple,896,1,43,84,244301099,729657.253362,6476483.16133,45.381633,3.361609
Saint-Privat-la-Montagne,SAINT-PRIVAT-LA-MONTAGNE,57622,Commune simple,1839,9,57,44,200039865,921637.055857,6902777.30918,49.187195,6.042296
Savigny-le-Temple,SAVIGNY-LE-TEMPLE,77445,Commune simple,29984,2,77,11,200059228,668596.433815,6832074.76601,48.595601,2.580947
Juvigny Val d'Andaine,JUVIGNY VAL D'ANDAINE,61211,Commune simple,2193,1,61,28,200068443,438350.856889,6831682.94232,48.551313,-0.50954
Louvatange,LOUVATANGE,39302,Commune simple,97,1,39,27,243900560,906017.712761,6680222.40279,47.188518,5.727491
Saint-Pierre-du-Perray,SAINT-PIERRE-DU-PERRAY,91573,Commune simple,10835,2,91,11,200059228,664420.923895,6834026.15403,48.609789,2.493831
Biganos,BIGANOS,33051,Commune simple,10706,6,33,75,243301504,387053.91161,6403588.51621,44.643413,-0.999109
Salon-de-Provence,SALON-DE-PROVENCE,13103,Commune simple,45528,1,13,93,200054807,866862.520447,6285216.60108,43.626327,5.098315
Sainte-Opportune,SAINTE-OPPORTUNE,61436,Commune simple,244,2,61,28,200035814,449242.503358,6853892.47485,48.739628,-0.420882
Briscous,BRISCOUS,64147,Commune simple,2806,1,64,75,200067106,349967.871951,6271498.52269,43.460935,-1.33186
Marigné-Peuton,MARIGNE-PEUTON,53145,Commune simple,548,1,53,52,245300447,416041.701347,6757679.17586,47.837703,-0.800531
Le Marais-la-Chapelle,LE MARAIS-LA-CHAPELLE,14402,Commune simple,108,2,14,28,241400514,478318.09801,6868979.6873,48.879647,-0.026198
Villers-le-Tilleul,VILLERS-LE-TILLEUL,08478,Commune simple,237,1,08,44,240800862,824878.814216,6948934.77501,49.634258,4.725758
La Baconnière,LA BACONNIERE,53015,Commune simple,1923,3,53,52,245300355,410207.884187,6793220.14982,48.169501,-0.859412
Alexain,ALEXAIN,53002,Commune simple,601,3,53,52,200055887,422700.203355,6799019.1575,48.227811,-0.765297
Les Authieux-sur-Calonne,LES AUTHIEUX-SUR-CALONNE,14032,Commune simple,286,3,14,28,241400878,501727.150423,6912854.88197,49.285584,0.276409
Denazé,DENAZE,53090,Commune simple,162,1,53,52,200048551,409854.989838,6760563.01461,47.885882,-0.855089
Esclassan-Labastide,ESCLASSAN-LABASTIDE,32122,Commune simple,358,3,32,76,200072320,501665.613484,6260489.68671,43.40682,0.544594
Hautefage,HAUTEFAGE,19091,Commune simple,313,2,19,75,200066751,620782.625834,6444103.79054,45.097829,1.967859
Champsecret,CHAMPSECRET,61091,Commune simple,895,2,61,28,200071520,440179.850411,6839703.90046,48.606496,-0.547888
Gézier-et-Fontenelay,GEZIER-ET-FONTENELAY,70268,Commune simple,211,2,70,27,200041887,918196.996655,6699736.51897,47.367081,5.867028
Sarrians,SARRIANS,84122,Commune simple,6065,3,84,93,248400053,856698.2889179998,6335320.90397,44.084695,4.976073
Mouais,MOUAIS,44105,Commune simple,385,5,44,52,200072726,350433.564064,6744200.4187,47.702845,-1.656533
Pernes,PERNES,62652,Commune simple,1686,1,62,32,200069672,657568.746065,7043471.4673,50.485741,2.411576
Mangonville,MANGONVILLE,54344,Commune simple,226,3,54,44,200035772,943152.582471,6821826.8643,48.446791,6.288554
Peuton,PEUTON,53178,Commune simple,227,1,53,52,245300447,415167.307249,6761196.77483,47.885706,-0.823074
Lannéanou,LANNEANOU,29114,Commune simple,378,3,29,53,242900835,208164.524204,6842764.9594,48.487469,-3.673984
Landigou,LANDIGOU,61221,Commune simple,440,2,61,28,200035814,444323.096327,6854908.41009,48.746737,-0.469374
Cazevieille,CAZEVIEILLE,34066,Commune simple,185,2,34,76,200022986,763998.931265,6296464.21489,43.769679,3.788036
Linthelles,LINTHELLES,51323,Commune simple,108,2,51,44,200066835,760239.475704,6846307.46938,48.716897,3.82318
Loire-Authion,LOIRE-AUTHION,49307,Commune simple,15702,1,49,52,244900015,446039.172458,6712015.29198,47.458569,-0.412579
Sauville,SAUVILLE,08405,Commune simple,245,4,08,44,240800920,829372.6200699998,6940538.24683,49.558112,4.795058
Chalonnes-sur-Loire,CHALONNES-SUR-LOIRE,49063,Commune simple,6535,1,49,52,200071553,415188.14423,6701185.11712,47.327951,-0.770499
Saint-Ciers-sur-Gironde,SAINT-CIERS-SUR-GIRONDE,33389,Commune simple,3012,1,33,75,243300811,412540.715821,6473396.35241,45.293125,-0.62322
Seux,SEUX,80735,Commune simple,168,2,80,32,248000531,635666.738282,6975716.38859,49.871857,2.103923
Villers-sur-Coudun,VILLERS-SUR-COUDUN,60689,Commune simple,1407,3,60,32,246000855,685806.248641,6931850.21014,49.490583,2.821045
Plivot,PLIVOT,51434,Commune simple,748,2,51,44,200067684,778775.9864929998,6879511.52504,49.016187,4.075004
Olargues,OLARGUES,34187,Commune simple,679,1,34,76,200066348,693320.691664,6271318.37038,43.556948,2.915891
Baâlons,BAALONS,08041,Commune simple,207,1,08,44,240800862,820530.317721,6946006.2749,48.167723,0.254362
Terramesnil,TERRAMESNIL,80749,Commune simple,310,2,80,32,200070951,655962.362625,7000421.47136,50.107971,2.38099
Le Folgoët,LE FOLGOET,29055,Commune simple,3187,1,29,53,242900793,158310.638433,6854799.10599,48.55945,-4.336576
Dompierre,DOMPIERRE,61146,Commune simple,406,2,61,28,200035814,438239.682151,6843278.83289,46.527109,3.669068
Viols-le-Fort,VIOLS-LE-FORT,34343,Commune simple,1211,2,34,76,200022986,755730.541842,6293306.03859,43.739437,3.704682
Folkling,FOLKLING,57222,Commune simple,1303,3,57,44,245700372,984857.302536,6901672.68913,49.155129,6.919581
Livré-la-Touche,LIVRE-LA-TOUCHE,53135,Commune simple,745,1,53,52,200048551,401731.56083,6761822.55713,47.882285,-0.981932
Mardilly,MARDILLY,61252,Commune simple,136,3,61,28,200069458,499015.532076,6862262.04711,48.836832,0.292564
Baincthun,BAINCTHUN,62075,Commune simple,1291,3,62,32,246200729,608917.880061,7067963.64829,50.70933,1.685964
Vert,VERT,78647,Commune simple,831,1,78,11,200059889,603523.644353,6871974.95392,48.940599,1.68318
Boissise-la-Bertrand,BOISSISE-LA-BERTRAND,77039,Commune simple,1150,2,77,11,247700057,669722.999945,6826068.74803,48.529764,2.590662
Saint-Planchers,SAINT-PLANCHERS,50541,Commune simple,1350,1,50,28,200042604,369476.46663,6868375.63896,48.82521,-1.52806
Guignicourt-sur-Vence,GUIGNICOURT-SUR-VENCE,08203,Commune simple,302,1,08,44,240800862,817858.202281,6955629.48068,49.681353,4.650623
Saint-Loup-Terrier,SAINT-LOUP-TERRIER,08387,Commune simple,179,4,08,44,240800862,816645.2068979999,6942591.71926,49.577379,4.617439
Saint-Rome,SAINT-ROME,31514,Commune simple,51,3,31,76,200071298,592611.217996,6258201.45864,43.419723,1.68172
Saint-Vincent-d'Olargues,SAINT-VINCENT-D'OLARGUES,34291,Commune simple,357,1,34,76,200066348,689732.245534,6273464.91224,43.5604,2.879833
Saint-Symphorien,SAINT-SYMPHORIEN,35317,Commune simple,603,3,35,53,243500667,343897.591398,6808604.59396,48.539954,-1.009806
Villeneuve-d'Allier,VILLENEUVE-D'ALLIER,43264,Commune simple,290,1,43,84,200073393,729684.285318,6455098.94179,48.106291,1.090027
Saint-Germain-de-Clairefeuille,SAINT-GERMAIN-DE-CLAIREFEUILLE,61393,Commune simple,146,3,61,28,200069458,497092.848907,6850837.85415,48.710438,0.255234
Châtillon-la-Borde,CHATILLON-LA-BORDE,77103,Commune simple,216,2,77,11,200070779,687221.23207,6826421.6666,48.52905,2.838014
Bonnac,BONNAC,15022,Commune simple,164,3,15,84,200066637,711494.357326,6456780.26469,45.20594,3.162923
Ménil-la-Tour,MENIL-LA-TOUR,54360,Commune simple,336,4,54,44,200070563,909226.749518,6856476.75434,48.766437,5.861679
Le Verdier,LE VERDIER,81313,Commune simple,224,1,81,76,200066124,606828.735608,6322356.11693,43.989074,1.841742
Croisilles,CROISILLES,61138,Commune simple,207,3,61,28,200069458,499145.929789,6854814.55568,48.759769,0.256662
Bursard,BURSARD,61068,Commune simple,214,1,61,28,200035111,493677.180254,6830385.68997,48.540271,0.210894
Val-de-Mercy,VAL-DE-MERCY,89426,Commune simple,391,1,89,27,200067130,744224.758792,6730173.31438,47.678465,3.591285
Roqueredonde,ROQUEREDONDE,34233,Commune simple,209,2,34,76,200017341,716737.008188,6299687.82967,43.80033,3.212622
Boitron,BOITRON,61051,Commune simple,354,1,61,28,200035111,498322.719135,6833382.11568,48.565317,0.280559
Saint-Léonard-des-Parcs,SAINT-LEONARD-DES-PARCS,61416,Commune simple,75,1,61,28,200035103,499517.931831,6842007.08864,48.671114,0.302477
Azérat,AZERAT,43017,Commune simple,273,1,43,84,244301099,731218.362465,6472780.68137,45.339784,3.408161
Velogny,VELOGNY,21662,Commune simple,35,3,21,27,200071017,810495.063904,6701191.34837,47.403596,4.463216
Molompize,MOLOMPIZE,15127,Commune simple,287,3,15,84,200066637,709942.40854,6459390.82184,45.241658,3.160869
Tourville-sur-Arques,TOURVILLE-SUR-ARQUES,76707,Commune simple,1234,1,76,28,247600786,562802.248159,6975141.49404,49.860572,1.102246
Neuilly-le-Bisson,NEUILLY-LE-BISSON,61304,Commune simple,303,1,61,28,200035103,494642.566954,6826341.2487,48.500433,0.232798
Cosmes,COSMES,53075,Commune simple,282,1,53,52,200048551,411033.057777,6764644.30813,47.911792,-0.871303
Val d'Arcomie,VAL D'ARCOMIE,15108,Commune simple,987,3,15,84,200066660,714054.825965,6425078.52196,44.927747,3.159848
Perrigny-sur-Loire,PERRIGNY-SUR-LOIRE,71348,Commune simple,135,3,71,27,200070316,765209.310056,6605160.51526,46.539154,3.837557
Vabres,VABRES,15245,Commune simple,250,3,15,84,200066660,715402.84598,6437594.34875,45.040857,3.192614
Celoux,CELOUX,15032,Commune simple,64,3,15,84,200066637,720462.797817,6448755.5687,45.143563,3.249325
Roncenay,RONCENAY,10324,Commune simple,159,3,10,44,200069250,777616.322227,6788998.64243,48.199886,4.050961
Clavières,CLAVIERES,15051,Commune simple,209,3,15,84,200066660,724443.4896429998,6432743.89585,44.978615,3.288783
Dingsheim,DINGSHEIM,67097,Commune simple,1275,4,67,44,200034635,1043329.90316,6846007.29198,48.629469,7.664765
Bévenais,BEVENAIS,38042,Commune simple,1008,2,38,84,243801073,887190.064601,6480032.74048,45.394313,5.38034
Cossé-le-Vivien,COSSE-LE-VIVIEN,53077,Commune simple,3134,1,53,52,200048551,406386.015863,6767923.1688,47.950399,-0.912815
Ferrières-Saint-Mary,FERRIERES-SAINT-MARY,15069,Commune simple,245,3,15,84,200066637,706473.053815,6452531.56364,45.183665,3.085162
Nonant-le-Pin,NONANT-LE-PIN,61310,Commune simple,498,3,61,28,200069458,494522.268527,6848429.81512,48.705954,0.221011
Le Grand-Lemps,LE GRAND-LEMPS,38182,Commune simple,3094,2,38,84,243801073,889264.9279409999,6480172.03119,45.394508,5.420942
Nouvoitou,NOUVOITOU,35204,Commune simple,3099,3,35,53,243500139,360872.035458,6779800.24708,48.039353,-1.540531
La Chapelle-Craonnaise,LA CHAPELLE-CRAONNAISE,53058,Commune simple,352,1,53,52,200048551,408026.509578,6762981.14899,47.901707,-0.885039
Livry-sur-Seine,LIVRY-SUR-SEINE,77255,Commune simple,2076,2,77,11,247700057,676781.782543,6822816.11096,48.50968,2.687965
Bourg-l'Évêque,BOURG-L'EVEQUE,49038,Commune simple,251,4,49,52,244900809,399174.222389,6744566.33684,48.118827,1.065785
Ardes,ARDES,63009,Commune simple,561,3,63,84,200070407,709265.663461,6477710.05123,45.403003,3.125194
Le Ménil-Broût,LE MENIL-BROUT,61261,Commune simple,169,1,61,28,200035103,496017.87466,6823532.60562,48.483354,0.232249
Villers-aux-Érables,VILLERS-AUX-ERABLES,80797,Commune simple,127,3,80,32,200070969,666015.360173,6965983.90138,50.309018,1.690874
Avensan,AVENSAN,33022,Commune simple,2953,4,33,75,243301389,403794.465869,6441092.69405,45.036819,-0.758342
Bouin-Plumoison,BOUIN-PLUMOISON,62661,Commune simple,494,4,62,32,200044030,627427.331805,7031437.14394,50.37924,1.992497
Thanvillé,THANVILLE,67490,Commune simple,594,5,67,44,246700777,1022212.20011,6811710.76832,48.325199,7.337073
Bourgueil,BOURGUEIL,37031,Commune simple,3923,1,37,24,200072981,486595.402412,6693730.06183,47.288439,0.179794
Sainte-Marie-en-Chanois,SAINTE-MARIE-EN-CHANOIS,70469,Commune simple,216,1,70,27,247000755,963245.8363,6754544.43626,47.834443,6.5113
Houssay,HOUSSAY,53117,Commune simple,491,1,53,52,245300447,420381.618431,6763326.81516,47.920153,-0.733204
Beauvoir,BEAUVOIR,77029,Commune simple,205,2,77,11,200070779,689882.627883,6837987.36826,48.129094,1.21181
Ginai,GINAI,61190,Commune simple,85,2,61,28,200068450,494795.71722,6853000.05708,48.592017,0.600219
Aunou-sur-Orne,AUNOU-SUR-ORNE,61015,Commune simple,266,1,61,28,200035111,496454.731969,6837560.03333,48.608698,0.22792
Contalmaison,CONTALMAISON,80206,Commune simple,118,4,80,32,248000747,681081.149386,6992374.64176,50.023665,2.729433
Ceilhes-et-Rocozels,CEILHES-ET-ROCOZELS,34071,Commune simple,324,1,34,76,200042646,707374.409084,6301191.61884,43.803283,3.110524
Fondamente,FONDAMENTE,12155,Commune simple,327,1,12,76,241200906,709229.137833,6306987.27969,43.874404,3.125237
Ménil-Erreux,MENIL-ERREUX,61263,Commune simple,219,1,61,28,246100663,492023.443162,6826936.23476,48.508708,0.18551
Grandrû,GRANDRU,60287,Commune simple,348,3,60,32,246000756,705720.012949,6945908.72851,49.603197,3.091261
Belsentes,BELSENTES,07165,Commune simple,550,3,07,84,200041465,818519.252429,6425124.38753,44.901477,4.492513
Niafles,NIAFLES,53165,Commune simple,350,1,53,52,200048551,400998.708337,6757215.52436,47.846592,-1.005225
Longeville-en-Barrois,LONGEVILLE-EN-BARROIS,55302,Commune simple,1160,1,55,44,200033025,861991.2952939998,6851010.44956,48.743493,5.208676
Vire Normandie,VIRE NORMANDIE,14762,Sous-préfecture,17178,4,14,28,200068799,415711.012134,6864598.57368,48.839669,-0.895571
Ablon,ABLON,14001,Commune simple,1204,3,14,28,200066827,503036.689619,6925014.05529,49.400423,0.302433
Villers-Tournelle,VILLERS-TOURNELLE,80805,Commune simple,155,3,80,32,200070977,661255.576368,6950337.5614,49.652997,2.465828
Clairoix,CLAIROIX,60156,Commune simple,2165,3,60,32,200067965,688749.871749,6926944.52153,49.441154,2.849025
Mentières,MENTIERES,15125,Commune simple,127,3,15,84,200066660,711178.443368,6442134.84563,45.098243,3.142046
Andouillé,ANDOUILLE,53005,Commune simple,2300,3,53,52,245300355,418212.63236,6793100.91413,48.179036,-0.782183
Arnac-sur-Dourdou,ARNAC-SUR-DOURDOU,12009,Commune simple,34,1,12,76,200067163,695653.382497,6291082.81606,43.719,2.948
Lonny,LONNY,08260,Commune simple,648,1,08,44,200067759,814204.4651229999,6969693.11732,49.817982,4.585104
Grand-Fougeray,GRAND-FOUGERAY,35124,Commune simple,2445,2,35,53,200070662,345808.710793,6747698.18932,47.72133,-1.700707
Campagnolles,CAMPAGNOLLES,14127,Commune simple,535,4,14,28,200068799,411588.278091,6872685.0143,48.872022,-0.949545
Sempy,SEMPY,62787,Commune simple,325,4,62,32,200044030,620266.548444,7044860.24877,50.491403,1.875071
Fains-Véel,FAINS-VEEL,55186,Commune simple,2140,1,55,44,200033025,855194.214995,6855344.10028,48.772707,5.11816
Saint-Jean-le-Centenier,SAINT-JEAN-LE-CENTENIER,07247,Commune simple,776,1,07,84,240700815,822060.895316,6388790.7847,44.590322,4.531722
Maisoncelles-sur-Ajon,MAISONCELLES-SUR-AJON,14390,Commune simple,189,4,14,28,200069524,441366.021907,6890207.95828,49.05389,-0.538813
Beauvène,BEAUVENE,07030,Commune simple,210,2,07,84,200071413,819407.6479439999,6420040.74686,44.868769,4.516805
Laimont,LAIMONT,55272,Commune simple,461,1,55,44,245501184,849872.369671,6862213.16453,48.837816,5.043033
Le Beausset,LE BEAUSSET,83016,Commune simple,9736,2,83,93,248300394,929334.430719,6238360.84377,43.193022,5.800171
Camblain-l'Abbé,CAMBLAIN-L'ABBE,62199,Commune simple,650,1,62,32,200069482,674102.490326,7030729.90653,50.375218,2.625872
Fresne-le-Plan,FRESNE-LE-PLAN,76285,Commune simple,609,3,76,28,200070449,576379.40881,6925173.71351,49.410511,1.293809
Sémeries,SEMERIES,59562,Commune simple,546,1,59,32,200043263,770758.808743,7001195.90133,50.123873,4.001026
Les Pineaux,LES PINEAUX,85175,Commune simple,632,1,85,52,200073260,380311.949056,6619508.68058,46.597639,-1.177631
Longvillers,LONGVILLERS,14379,Commune simple,360,4,14,28,200069524,433687.85345,6889049.52722,49.036545,-0.646049
Noues de Sienne,NOUES DE SIENNE,14658,Commune simple,4423,4,14,28,200068799,404252.401628,6866223.20079,48.78996,-1.060653
Duranville,DURANVILLE,27208,Commune simple,153,2,27,28,200066017,517605.285324,6896597.90714,49.143051,0.494131
Bullecourt,BULLECOURT,62185,Commune simple,236,1,62,32,200035442,694948.239082,7010481.39462,50.193452,2.928295
Avenay,AVENAY,14034,Commune simple,557,2,14,28,200066728,446975.702342,6893993.44498,49.098612,-0.462711
Rocroi,ROCROI,08367,Commune simple,2330,1,08,44,200067759,811983.073663,6982547.77764,49.930155,4.529314
