nom_com,nom_com_m,insee_com,statut,population,insee_arr,insee_dep,insee_reg,code_epci,X_COORD,Y_COORD,latitude,longitude
Benest,BENEST,16038,Commune simple,315,3,16,75,200072049,503071.281324,6551963.03295,46.036769,0.448498
Charols,CHAROLS,26078,Commune simple,918,2,26,84,200040459,855133.4177399998,6389774.03127,44.59042,4.953893
Sillars,SILLARS,86262,Commune simple,611,2,86,75,200070043,529996.896976,6593620.54397,46.421076,0.769594
Cabriès,CABRIES,13019,Commune simple,9751,1,13,93,200054807,890244.0208769998,6264014.16762,43.647998,6.873943
Foucaucourt-Hors-Nesle,FOUCAUCOURT-HORS-NESLE,80336,Commune simple,80,2,80,32,200071181,607842.786624,6980722.07989,49.916274,1.721326
Bosjean,BOSJEAN,71044,Commune simple,308,4,71,27,200042414,879156.078681,6632578.44289,46.766625,5.307989
Chastel-Arnaud,CHASTEL-ARNAUD,26080,Commune simple,40,1,26,84,200040509,875170.023528,6398046.82817,44.649566,5.216872
Ruaudin,RUAUDIN,72260,Commune simple,3418,3,72,52,247200132,495907.573032,6763871.98098,47.951407,0.268017
Saubrigues,SAUBRIGUES,40292,Commune simple,1415,1,40,75,244000865,351180.542771,6288312.38807,43.61076,-1.315354
La Bégude-de-Mazenc,LA BEGUDE-DE-MAZENC,26045,Commune simple,1656,2,26,84,242600492,853352.4361019998,6385614.96823,44.551059,4.938845
Bonlieu-sur-Roubion,BONLIEU-SUR-ROUBION,26052,Commune simple,469,2,26,84,200040459,848260.7987019998,6389390.79417,44.59492,4.8838
Dracy-Saint-Loup,DRACY-SAINT-LOUP,71184,Commune simple,570,1,71,27,200070530,801790.8042399999,6658055.2249,47.020825,4.353875
Tosse,TOSSE,40317,Commune simple,2927,1,40,75,244000865,352025.428575,6298290.92285,43.69186,-1.307015
Monceau-le-Waast,MONCEAU-LE-WAAST,02493,Commune simple,220,2,02,32,240200469,751853.2702499998,6947225.47402,49.620368,3.714388
Pressac,PRESSAC,86200,Commune simple,576,2,86,75,200070043,512111.668651,6560509.8474,46.116349,0.57016
Saint-Michel-de-Montjoie,SAINT-MICHEL-DE-MONTJOIE,50525,Commune simple,314,1,50,28,200069425,404175.702224,6859141.35057,48.770715,-1.035234
Auxy,AUXY,45018,Commune simple,987,3,45,24,200071850,661806.659091,6778907.96311,50.227854,2.10639
Écommoy,ECOMMOY,72124,Commune simple,4677,3,72,52,247200447,496910.197239,6750709.43232,47.826839,0.275146
Plumaugat,PLUMAUGAT,22240,Commune simple,1084,1,22,53,200068989,311975.16202,6806755.84373,48.254037,-2.236447
Boësses,BOESSES,45033,Commune simple,380,3,45,24,200071850,657886.636196,6783276.13437,48.149897,2.446809
Bromeilles,BROMEILLES,45056,Commune simple,329,3,45,24,200071850,662522.187166,6787049.89855,48.183132,2.485156
Mauléon-d'Armagnac,MAULEON-D'ARMAGNAC,32243,Commune simple,275,2,32,76,243200458,446713.073044,6316998.38837,43.916088,-0.190715
Desmonts,DESMONTS,45124,Commune simple,170,3,45,24,200071850,662784.847823,6792002.79883,48.226274,2.499456
Mareugheol,MAREUGHEOL,63209,Commune simple,198,3,63,84,200070407,712582.841053,6487165.29369,45.490923,3.15323
La Chambre,LA CHAMBRE,73067,Commune simple,1164,3,73,84,247300361,957767.179264,6479500.76394,45.355431,6.302236
Cabrerets,CABRERETS,46040,Commune simple,229,1,46,76,200023737,590354.956215,6380674.64452,44.506469,1.65415
Hannescamps,HANNESCAMPS,62409,Commune simple,196,1,62,32,200069482,674439.946986,7007107.64087,50.167207,2.63784
Chamilly,CHAMILLY,71078,Commune simple,158,2,71,27,247100589,828068.1566259998,6642024.33417,46.869316,4.687176
Ergnies,ERGNIES,80281,Commune simple,180,1,80,32,200070936,630655.233783,6999277.78222,50.483947,3.549082
Saint-Eustache,SAINT-EUSTACHE,74232,Commune simple,513,1,74,84,200066793,944808.899964,6526584.08197,45.802482,6.164417
Cadenet,CADENET,84026,Commune simple,4190,1,84,93,248400285,892048.5986389999,6295261.04546,43.735294,5.369748
Champagnat-le-Jeune,CHAMPAGNAT-LE-JEUNE,63079,Commune simple,149,3,63,84,200070407,732584.679704,6482887.94727,45.449913,3.426896
Saint-Cannat,SAINT-CANNAT,13091,Commune simple,5634,1,13,93,200054807,886257.700036,6282112.33809,43.625631,5.294545
Beauvoisin,BEAUVOISIN,26043,Commune simple,145,2,26,84,200068229,876524.5949839999,6358235.42927,44.287586,5.221163
La Chapelle-d'Aurec,LA CHAPELLE-D'AUREC,43058,Commune simple,1019,3,43,84,200073427,794455.683904,6470827.57156,45.319409,4.225221
Boncourt-le-Bois,BONCOURT-LE-BOIS,21088,Commune simple,283,1,21,27,200070894,851414.928127,6672747.33965,47.137903,4.996147
Caillac,CAILLAC,46044,Commune simple,599,1,46,76,200023737,568520.973617,6378362.92036,44.487856,1.353615
Frazé,FRAZE,28161,Commune simple,505,4,28,24,200070167,558945.84651,6797195.23678,48.261477,1.10012
Chambourg-sur-Indre,CHAMBOURG-SUR-INDRE,37049,Commune simple,1291,3,37,24,200071587,546165.326248,6676655.24458,47.181018,0.964108
Autevielle-Saint-Martin-Bideren,AUTEVIELLE-SAINT-MARTIN-BIDEREN,64083,Commune simple,205,2,64,75,200067288,377734.020969,6263301.32449,43.400484,-0.976341
Gex,GEX,01173,Sous-préfecture,13118,3,01,84,240100750,934211.6225060002,6587559.88951,46.339278,6.073219
Salettes,SALETTES,26334,Commune simple,145,2,26,84,242600492,856345.59285,6387147.19052,44.574413,4.953768
Cazals,CAZALS,46066,Commune simple,625,3,46,76,200035327,558905.266501,6395662.58115,44.643734,1.225158
Saint-Benoit-en-Diois,SAINT-BENOIT-EN-DIOIS,26296,Commune simple,27,1,26,84,200040509,879497.299105,6397723.50802,44.662304,5.271739
Ercourt,ERCOURT,80280,Commune simple,122,1,80,32,200070944,608500.579244,6994349.78375,50.041137,1.713233
Bagneaux,BAGNEAUX,89027,Commune simple,209,3,89,27,248900664,743945.286453,6795054.90869,48.265053,3.604208
Sens-sur-Seille,SENS-SUR-SEILLE,71514,Commune simple,411,4,71,27,200042414,876120.974811,6629927.70457,46.745579,5.331195
Mornans,MORNANS,26214,Commune simple,72,1,26,84,242600252,869232.8381319998,6393632.43968,44.619681,5.124953
Le Puy-Sainte-Réparade,LE PUY-SAINTE-REPARADE,13080,Commune simple,5719,1,13,93,200054807,896845.33155,6286659.99281,43.650886,5.461527
Saint-Pierre-du-Palais,SAINT-PIERRE-DU-PALAIS,17386,Commune simple,366,1,17,75,200041523,452485.780289,6456034.91282,45.166474,-0.168408
Soussey-sur-Brionne,SOUSSEY-SUR-BRIONNE,21613,Commune simple,153,3,21,27,200071017,815837.6414159999,6692971.0396,47.321986,4.515682
Le Puley,LE PULEY,71363,Commune simple,97,2,71,27,247104094,819671.0754149999,6620741.20012,46.678813,4.565519
Beaumont-en-Diois,BEAUMONT-EN-DIOIS,26036,Commune simple,104,1,26,84,242600534,896175.3706059998,6388027.76919,44.570562,5.47543
Crayssac,CRAYSSAC,46080,Commune simple,770,1,46,76,200023737,567309.629206,6381145.18189,44.509513,1.327481
Yffiniac,YFFINIAC,22389,Commune simple,5010,4,22,53,200069409,280361.957209,6833733.00127,48.474836,-2.688296
Ally,ALLY,43006,Commune simple,139,1,43,84,200073393,724888.979177,6450161.8792,45.16107,3.309582
Frayssinet-le-Gélat,FRAYSSINET-LE-GELAT,46114,Commune simple,358,3,46,76,200035327,552720.671612,6389621.86016,44.57867,1.183244
Francillon-sur-Roubion,FRANCILLON-SUR-ROUBION,26137,Commune simple,190,1,26,84,242600252,864409.178294,6392996.12974,44.617836,5.088252
Tintry,TINTRY,71539,Commune simple,78,1,71,27,200070530,813323.804031,6648972.73748,46.928821,4.478935
Gindou,GINDOU,46120,Commune simple,321,3,46,76,200035327,562297.522475,6393540.12487,44.63206,1.249973
Simplé,SIMPLE,53260,Commune simple,452,1,53,52,200048551,411994.377521,6760634.3893,47.885721,-0.849637
Gorses,GORSES,46125,Commune simple,325,2,46,76,200067361,623429.564356,6410994.67331,44.808684,1.993914
Fessy,FESSY,74126,Commune simple,923,4,74,84,200067551,963490.669664,6580348.61931,46.279203,6.411325
Aillières-Beauvoir,AILLIERES-BEAUVOIR,72002,Commune simple,217,2,72,52,200072676,501711.196936,6814495.59339,48.40939,0.32903
Charny,CHARNY,21147,Commune simple,34,3,21,27,200071017,807697.583106,6693338.87359,47.335963,4.426537
Montcléra,MONTCLERA,46200,Commune simple,271,3,46,76,200035327,557058.390249,6392919.57429,44.619243,1.210665
Autichamp,AUTICHAMP,26021,Commune simple,121,1,26,84,242600252,856308.3977119998,6400188.86396,44.682032,4.965214
Aiguillon,AIGUILLON,47004,Commune simple,4387,1,47,75,200068922,489238.92068,6359318.92072,44.290954,0.355583
Bellefont-La Rauze,BELLEFONT-LA RAUZE,46156,Commune simple,1230,1,46,76,200023737,581054.397417,6380464.22953,44.47742,1.469568
La Bâtie-Rolland,LA BATIE-ROLLAND,26031,Commune simple,1029,2,26,84,200040459,848240.50412,6386054.95432,44.54972,4.871756
Luzech,LUZECH,46182,Commune simple,1815,1,46,76,244600433,562921.694052,6377848.47983,44.477557,1.286376
Planioles,PLANIOLES,46221,Commune simple,525,2,46,76,200067361,622928.853153,6394142.96881,44.647342,2.016196
Berentzwiller,BERENTZWILLER,68027,Commune simple,324,1,68,44,200066041,1029583.95647,6729277.32491,47.584687,7.38885
Rampoux,RAMPOUX,46234,Commune simple,98,3,46,76,200035327,564746.905157,6394928.12078,44.64163,1.311403
Nesle-la-Reposte,NESLE-LA-REPOSTE,51395,Commune simple,104,2,51,44,200066835,740878.951308,6836969.51063,48.635099,3.556143
Sazeret,SAZERET,03270,Commune simple,148,1,03,84,200071512,697640.044654,6583025.25486,46.351594,2.995456
Blet,BLET,18031,Commune simple,575,2,18,24,200007177,679556.330881,6642467.56793,46.896536,2.736421
Bourscheid,BOURSCHEID,57100,Commune simple,179,5,57,44,245700950,1008434.92219,6860314.5931,48.770258,7.191795
Viéville,VIEVILLE,52522,Commune simple,338,1,52,44,200068658,860200.100084,6795512.00936,48.228881,5.13319
Pagolle,PAGOLLE,64441,Commune simple,261,1,64,75,200067106,374988.748044,6244443.68235,43.224232,-0.989276
Rochefourchat,ROCHEFOURCHAT,26274,Commune simple,1,1,26,84,242600534,877849.02953,6392073.24432,44.598151,5.246827
La Bauche,LA BAUCHE,73033,Commune simple,505,2,73,84,200040111,916380.890891,6490754.25959,45.49076,5.768282
Bourg-en-Bresse,BOURG-EN-BRESSE,01053,Préfecture,41527,2,01,84,200071751,873122.210835,6569702.47765,46.197066,5.27156
Champrepus,CHAMPREPUS,50118,Commune simple,337,4,50,28,200043354,383367.51686,6868051.70676,48.824319,-1.32525
Aucelon,AUCELON,26017,Commune simple,16,1,26,84,242600534,886766.955538,6393688.74104,44.629082,5.364794
Franqueville-Saint-Pierre,FRANQUEVILLE-SAINT-PIERRE,76475,Commune simple,6123,3,76,28,200023414,568121.442572,6924223.5186,49.407765,1.163662
Craon,CRAON,53084,Commune simple,4507,1,53,52,200048551,405213.078038,6756809.32233,47.847612,-0.949536
Saint-Caprais,SAINT-CAPRAIS,46250,Commune simple,75,3,46,76,200035327,553641.787585,6392127.47573,44.606993,1.158606
Pradelle,PRADELLE,26254,Commune simple,18,1,26,84,242600534,880967.985632,6393884.92461,44.608254,5.291946
Villelaure,VILLELAURE,84147,Commune simple,3477,1,84,93,248400285,895937.79958,6292837.13733,43.709584,5.434898
Coulommiers,COULOMMIERS,77131,Commune simple,14838,1,77,11,200077055,706702.434237,6856922.63553,48.813678,3.07244
Comps,COMPS,26101,Commune simple,156,2,26,84,242600492,867114.180729,6385895.95541,44.89528,5.370904
Eyguières,EYGUIERES,13035,Commune simple,7008,1,13,93,200054807,862495.69912,6291373.94604,43.690754,5.028958
Clomot,CLOMOT,21181,Commune simple,137,1,21,27,200071173,812564.450466,6677959.28523,47.191523,4.488813
La Penne-sur-l'Ouvèze,LA PENNE-SUR-L'OUVEZE,26229,Commune simple,96,2,26,84,200068229,878299.678898,6352692.03679,44.260404,5.224656
Souternon,SOUTERNON,42303,Commune simple,288,2,42,84,244200614,776799.469717,6531643.76153,45.866646,3.98938
Puyvert,PUYVERT,84095,Commune simple,817,1,84,93,200040442,888307.0369939998,6297324.0496,43.74479,5.344636
Préchac-sur-Adour,PRECHAC-SUR-ADOUR,32330,Commune simple,199,3,32,76,243200508,457825.730056,6282676.03102,43.601585,-0.001878
Heining-lès-Bouzonville,HEINING-LES-BOUZONVILLE,57309,Commune simple,477,3,57,44,200067486,961598.006779,6917772.26496,49.301557,6.588121
Mallemort,MALLEMORT,13053,Commune simple,6019,1,13,93,200054807,875946.595622,6294615.67339,43.728195,5.179719
Parnoy-en-Bassigny,PARNOY-EN-BASSIGNY,52377,Commune simple,299,2,52,44,200070332,898311.3294339998,6772830.49148,48.006704,5.64346
Foulenay,FOULENAY,39234,Commune simple,84,2,39,27,200069615,889361.094848,6643033.15904,46.867243,5.488049
Occhiatana,OCCHIATANA,2B182,Commune simple,246,5,2B,94,200073104,1193154.14921,6184633.4539,42.621735,8.991186
Villeneuve-la-Lionne,VILLENEUVE-LA-LIONNE,51625,Commune simple,285,2,51,44,200066835,732016.617309,6852291.31469,48.73763,2.422732
Auxon,AUXON,10018,Commune simple,1005,3,10,44,200071041,768748.168654,6777290.11856,48.096573,3.920837
Saint-Sauveur-en-Rue,SAINT-SAUVEUR-EN-RUE,42287,Commune simple,1095,3,42,84,244200622,817672.837318,6464674.51202,45.273534,4.49685
Breuvannes-en-Bassigny,BREUVANNES-EN-BASSIGNY,52074,Commune simple,678,1,52,44,200069664,894284.470557,6779317.76682,48.094261,5.606329
Saint-Ambroix,SAINT-AMBROIX,30227,Commune simple,3162,1,30,76,200035129,795376.042684,6351151.07948,44.26353,4.205398
Pennes-le-Sec,PENNES-LE-SEC,26228,Commune simple,36,1,26,84,242600534,884033.82489,6395719.83611,44.630708,5.304048
Esbarres,ESBARRES,21249,Commune simple,690,1,21,27,242101509,866773.8847629998,6667956.60892,47.089894,5.203025
Laneuville-à-Rémy,LANEUVILLE-A-REMY,52266,Commune simple,66,3,52,44,200068666,838745.3623359998,6820735.8738,48.475781,4.888082
Ansouis,ANSOUIS,84002,Commune simple,1023,1,84,93,248400285,899155.6895429998,6296182.75828,43.742731,5.453172
La Porte du Der,LA PORTE DU DER,52331,Commune simple,2278,3,52,44,200068666,833665.223786,6821070.15782,48.47976,4.771657
Collongues,COLLONGUES,06045,Commune simple,78,1,06,93,200039857,1010356.19775,6318075.17392,43.884869,6.883582
Boisbreteau,BOISBRETEAU,16048,Commune simple,136,2,16,75,200029734,452607.615269,6475039.8383,45.340409,-0.152309
Cléon-d'Andran,CLEON-D'ANDRAN,26095,Commune simple,836,2,26,84,200040459,853379.4473079998,6391940.05071,44.6113,4.933076
Calan,CALAN,56029,Commune simple,1206,1,56,53,200042174,228682.672314,6772182.38214,47.875451,-3.325589
Fourques,FOURQUES,30117,Commune simple,2891,2,30,76,243000585,824848.59426,6291505.35565,43.693059,4.608785
Mormant,MORMANT,77317,Commune simple,4834,3,77,11,247700701,691349.757155,6833047.69207,48.607112,2.898352
Dole,DOLE,39198,Sous-préfecture,23708,1,39,27,200010650,889737.8711549998,6666921.02004,47.093649,5.493235
Sexfontaines,SEXFONTAINES,52472,Commune simple,133,1,52,44,200068658,850671.161568,6791878.40177,48.202774,5.04198
Esmoulins,ESMOULINS,70218,Commune simple,136,2,70,27,200036549,892907.407289,6704391.20447,47.40302,5.562663
Charmes,CHARMES,21146,Commune simple,135,2,21,27,200072825,877312.337853,6699511.76343,47.375689,5.347057
Magnien,MAGNIEN,21363,Commune simple,315,1,21,27,200071173,808680.096071,6668632.39591,47.113248,4.448009
Flavigny-sur-Ozerain,FLAVIGNY-SUR-OZERAIN,21271,Commune simple,302,3,21,27,242101459,814314.930227,6713171.37137,47.531121,4.488904
Le Tremblois,LE TREMBLOIS,70505,Commune simple,176,2,70,27,200036549,895132.2146159998,6700724.51503,47.383906,5.582996
Vraincourt,VRAINCOURT,52548,Commune simple,92,1,52,44,200068658,857415.557063,6794556.41036,48.241763,5.123737
Parthenay-de-Bretagne,PARTHENAY-DE-BRETAGNE,35216,Commune simple,1748,3,35,53,243500139,341348.178509,6798494.22445,48.190693,-1.829069
Rimon-et-Savel,RIMON-ET-SAVEL,26266,Commune simple,27,1,26,84,200040509,883213.037348,6398615.2436,44.650124,5.294793
Argonay,ARGONAY,74019,Commune simple,3025,1,74,84,200066793,943790.906099,6543453.42838,45.939003,6.134041
Sainte-Hélène,SAINTE-HELENE,71426,Commune simple,523,2,71,27,247104094,824731.9316709999,6629909.31673,46.755115,4.625003
Authume,AUTHUME,39030,Commune simple,821,1,39,27,200010650,890082.310452,6672444.21756,47.126204,5.501188
Eschau,ESCHAU,67131,Commune simple,5303,8,67,44,246700488,1049367.13429,6830836.35014,48.481172,7.719191
Charleval,CHARLEVAL,13024,Commune simple,2700,1,13,93,200054807,880954.090063,6293917.94201,43.717091,5.248626
Mouriès,MOURIES,13065,Commune simple,3409,2,13,93,241300375,852442.660043,6290947.12213,43.687085,4.870565
Puget,PUGET,84093,Commune simple,769,1,84,93,200040442,881731.3429819999,6299294.82852,43.754825,5.268949
Pointel,POINTEL,61332,Commune simple,330,2,61,28,200035814,453586.584402,6849082.66154,48.70044,-0.349669
Maxilly-sur-Saône,MAXILLY-SUR-SAONE,21398,Commune simple,348,2,21,27,200070902,882716.553456,6695106.86178,47.331561,5.426588
Suze-la-Rousse,SUZE-LA-ROUSSE,26345,Commune simple,2104,2,26,84,200042901,847126.4559309998,6356623.08011,44.289097,4.848549
Buisson,BUISSON,84022,Commune simple,298,3,84,93,248400335,859739.362141,6355054.09743,48.091315,1.179063
Saint-Julien-Molin-Molette,SAINT-JULIEN-MOLIN-MOLETTE,42246,Commune simple,1147,3,42,84,244200622,826786.1121979998,6470445.2113,45.322283,4.616423
Saint-Pierre-La-Noue,SAINT-PIERRE-LA-NOUE,17340,Commune simple,1575,2,17,75,200041614,406080.674249,6560035.75619,46.065995,-0.795043
Savoyeux,SAVOYEUX,70481,Commune simple,210,2,70,27,247000623,905800.8848440001,6719874.96998,47.553012,5.729845
Sainte-Reine,SAINTE-REINE,73277,Commune simple,159,2,73,84,200069110,944930.380125,6505758.39763,45.610077,6.13843
Pommerieux,POMMERIEUX,53180,Commune simple,652,1,53,52,200048551,408332.466539,6754692.74499,47.824567,-0.894313
Assé-le-Bérenger,ASSE-LE-BERENGER,53010,Commune simple,450,3,53,52,200033298,453282.018305,6789115.63825,48.154315,-0.323731
Affléville,AFFLEVILLE,54004,Commune simple,179,1,54,44,200070845,900421.537793,6910644.26583,49.272956,5.766998
Villy-le-Bouveret,VILLY-LE-BOUVERET,74306,Commune simple,597,3,74,84,247400112,944256.586652,6554298.36596,46.041794,6.158453
Chambœuf,CHAMBŒUF,42043,Commune simple,1711,1,42,84,244200770,803054.149803,6498080.81692,45.574382,4.329112
Augan,AUGAN,56006,Commune simple,1547,3,56,53,200066785,306784.244551,6770022.00965,47.915843,-2.250291
Val de Briey,VAL DE BRIEY,54099,Sous-préfecture,8228,1,54,44,200070845,914933.11514,6910967.52491,49.247615,5.938168
Ruffigné,RUFFIGNE,44148,Commune simple,703,5,44,52,200072726,361550.538205,6750134.22239,47.767641,-1.539972
La Barben,LA BARBEN,13009,Commune simple,845,1,13,93,200054807,878673.7024299998,6282487.94123,43.626858,5.182475
Alleins,ALLEINS,13003,Commune simple,2512,1,13,93,200054807,873424.415515,6292186.31091,43.697908,5.152372
Deuxville,DEUXVILLE,54155,Commune simple,423,2,54,44,245400759,954786.021497,6840943.17824,48.615836,6.457527
Guignen,GUIGNEN,35127,Commune simple,3902,2,35,53,200043990,337100.708152,6769289.74741,47.921441,-1.855545
Barbonville,BARBONVILLE,54045,Commune simple,437,2,54,44,200067643,947562.599567,6833030.28693,48.553959,6.341184
Souvigny-en-Sologne,SOUVIGNY-EN-SOLOGNE,41251,Commune simple,524,3,41,24,200000800,637510.255099,6728024.58511,47.645982,2.16569
Saint-Marcellin-lès-Vaison,SAINT-MARCELLIN-LES-VAISON,84111,Commune simple,312,3,84,93,248400335,867866.4837,6350974.96098,44.231598,5.100987
Manoncourt-en-Vermois,MANONCOURT-EN-VERMOIS,54345,Commune simple,342,3,54,44,245400189,941053.190199,6838426.666,48.601967,6.26876
Saint-Maurice-sur-Eygues,SAINT-MAURICE-SUR-EYGUES,26317,Commune simple,781,2,26,84,200068229,859994.381712,6358030.03274,44.303217,5.008847
Prey,PREY,88359,Commune simple,93,1,88,44,200042000,974184.643962,6792684.63943,48.179192,6.686374
Eygaliers,EYGALIERS,26127,Commune simple,104,2,26,84,200068229,882411.0427859998,6351652.44794,44.238939,5.281914
Bidon,BIDON,07034,Commune simple,241,2,07,84,240700864,823106.02582,6363203.06574,44.362506,4.532729
Batilly,BATILLY,54051,Commune simple,1261,1,54,44,200070845,916496.986555,6901509.66474,49.171064,5.970228
Cournonterral,COURNONTERRAL,34088,Commune simple,6110,3,34,76,243400017,757146.280507,6274700.82389,43.56479,3.727819
Bonviller,BONVILLER,54083,Commune simple,183,2,54,44,245400759,957516.717635,6842134.91223,48.632172,6.496377
Saint-Loup-Lamairé,SAINT-LOUP-LAMAIRE,79268,Commune simple,986,3,79,75,200041416,459062.021685,6634899.57727,46.755627,-0.125717
Noves,NOVES,13066,Commune simple,5891,2,13,93,200035087,852712.855742,6308483.44558,43.842003,4.899282
Chaligny,CHALIGNY,54111,Commune simple,2858,3,54,44,245400171,927662.536475,6841905.43053,48.618662,6.089332
Chavigny,CHAVIGNY,54123,Commune simple,1843,3,54,44,245400171,930892.0347340001,6841374.44474,48.645132,6.138208
Marainviller,MARAINVILLER,54350,Commune simple,684,2,54,44,200070324,965918.3962350001,6839166.5048,48.589038,6.594347
Champdôtre,CHAMPDOTRE,21138,Commune simple,606,2,21,27,200070902,874153.556998,6678312.04467,47.180501,5.299952
Bierville,BIERVILLE,76094,Commune simple,317,3,76,28,200070449,575099.066287,6938860.61955,49.541672,1.276151
Courbesseaux,COURBESSEAUX,54139,Commune simple,337,2,54,44,245400759,950362.093433,6848839.49298,48.69124,6.403851
Mairy-Mainville,MAIRY-MAINVILLE,54334,Commune simple,566,1,54,44,200070290,907615.4216450001,6915406.3012,49.304638,5.86065
Thoisy-la-Berchère,THOISY-LA-BERCHERE,21629,Commune simple,309,3,21,27,242101442,800744.258715,6685305.40744,47.279245,4.351505
Damelevières,DAMELEVIERES,54152,Commune simple,3217,2,54,44,200067643,950184.144585,6834918.68897,48.554226,6.37793
Bournand,BOURNAND,86036,Commune simple,878,1,86,75,248600447,478090.507231,6667876.78784,47.073556,0.053314
Entrechaux,ENTRECHAUX,84044,Commune simple,1112,3,84,93,248400335,870437.4229539998,6349332.49084,44.218322,5.136643
Sérilhac,SERILHAC,19257,Commune simple,268,1,19,75,200066769,600345.785012,6445117.7132,45.096293,1.731325
Jaillon,JAILLON,54272,Commune simple,478,4,54,44,200070563,918642.902746,6855478.50902,48.757991,5.957595
Alleuze,ALLEUZE,15002,Commune simple,216,3,15,84,200066660,707747.02963,6428952.09589,44.975845,3.127755
Andelat,ANDELAT,15004,Commune simple,466,3,15,84,200066660,704675.937107,6441221.12314,45.038266,3.061391
Leyvaux,LEYVAUX,15105,Commune simple,37,3,15,84,200066637,706970.990647,6469471.89089,45.315644,3.076762
Seurre,SEURRE,21607,Commune simple,2353,1,21,27,242101509,863477.959806,6658593.76056,47.000988,5.154052
Pouy-sur-Vannes,POUY-SUR-VANNES,10301,Commune simple,156,2,10,44,241000488,744471.0081749998,6799881.35604,48.30273,3.59095
Norroy-le-Sec,NORROY-LE-SEC,54402,Commune simple,417,1,54,44,200070845,904440.306558,6912205.53604,48.879143,2.450864
Plessis-Barbuise,PLESSIS-BARBUISE,10291,Commune simple,202,2,10,44,200006716,743274.305515,6830518.20496,48.560489,3.591845
Eygalières,EYGALIERES,13034,Commune simple,1839,2,13,93,241300375,857214.9944589998,6297841.03531,43.755838,4.952984
Réméréville,REMEREVILLE,54456,Commune simple,558,3,54,44,200070589,948623.666886,6850674.44757,48.706136,6.392667
Saint-Pierre-de-Colombier,SAINT-PIERRE-DE-COLOMBIER,07282,Commune simple,411,1,07,84,200039824,800261.449365,6402063.38087,44.715129,4.261703
Lauris,LAURIS,84065,Commune simple,3856,1,84,93,200040442,885454.902951,6298724.88864,43.746489,5.312613
Saint-Palais-de-Négrignac,SAINT-PALAIS-DE-NEGRIGNAC,17378,Commune simple,438,1,17,75,200041523,448916.765934,6468998.47759,45.275383,-0.207875
Saint-Jean-de-Sixt,SAINT-JEAN-DE-SIXT,74239,Commune simple,1453,1,74,84,247400617,964193.617837,6541776.31749,45.923928,6.422921
Sancoins,SANCOINS,18242,Commune simple,3080,2,18,24,241800432,693429.180368,6636046.53804,46.828852,2.922876
Ochey,OCHEY,54405,Commune simple,518,4,54,44,245400510,917398.791738,6836700.77623,48.581631,5.944021
Pagny-sur-Moselle,PAGNY-SUR-MOSELLE,54415,Commune simple,4140,3,54,44,200041515,920419.473223,6880687.40781,48.98609,6.011235
Saint-Nicolas-de-Port,SAINT-NICOLAS-DE-PORT,54483,Commune simple,7520,3,54,44,245400189,942811.455979,6840850.00685,48.630878,6.302896
Parné-sur-Roc,PARNE-SUR-ROC,53175,Commune simple,1348,2,53,52,200083392,426775.857023,6774029.8716,48.011453,-0.670562
Athée,ATHEE,53012,Commune simple,495,1,53,52,200048551,405900.707519,6760874.22385,47.885585,-0.950273
Fouilloy,FOUILLOY,60248,Commune simple,200,1,60,32,246000848,614746.908632,6959795.7313,49.730917,1.828321
Pelouse,PELOUSE,48111,Commune simple,234,2,48,76,244800405,748124.96057,6386076.31869,44.56764,3.617306
Ahuillé,AHUILLE,53001,Commune simple,1806,2,53,52,200083392,411443.969621,6776436.03824,48.021049,-0.867441
Pierrelongue,PIERRELONGUE,26236,Commune simple,217,2,26,84,200068229,876816.050252,6352556.98199,44.245191,5.216501
Tulette,TULETTE,26357,Commune simple,1989,2,26,84,200042901,854632.548071,6355800.34156,44.287401,4.935304
Saint-Mary-le-Plain,SAINT-MARY-LE-PLAIN,15203,Commune simple,159,3,15,84,200066637,711292.093937,6453041.21836,45.18395,3.12083
Val-Sonnette,VAL-SONNETTE,39576,Commune simple,912,2,39,27,200072056,888628.8364989999,6614371.57782,46.591196,5.459692
Selaincourt,SELAINCOURT,54500,Commune simple,180,4,54,44,245400510,917544.657471,6825935.14751,48.499714,5.968959
Bèze,BEZE,21071,Commune simple,714,2,21,27,200072825,871670.116935,6709790.712,47.437703,5.299836
Saint-Jean-d'Ormont,SAINT-JEAN-D'ORMONT,88419,Commune simple,122,3,88,44,200071066,995477.394895,6810754.33325,48.333903,6.992276
Cipières,CIPIERES,06041,Commune simple,396,1,06,93,240600585,1016226.50167,6304620.22994,43.783413,6.955516
Saint-Étienne-du-Bois,SAINT-ETIENNE-DU-BOIS,01350,Commune simple,2448,2,01,84,200071751,875843.597004,6577520.54952,46.289123,5.293668
Imling,IMLING,57344,Commune simple,724,5,57,44,200068146,995523.284228,6853231.55049,48.721614,7.02502
Sexey-aux-Forges,SEXEY-AUX-FORGES,54505,Commune simple,705,4,54,44,245400171,922758.400068,6841465.1103,48.62141,6.052692
Tucquegnieux,TUCQUEGNIEUX,54536,Commune simple,2469,1,54,44,200070290,910449.078911,6915864.94721,49.312122,5.891534
Vaudrivillers,VAUDRIVILLERS,25590,Commune simple,91,1,25,27,242504371,959017.405466,6692640.10739,47.282894,6.426797
Jugy,JUGY,71245,Commune simple,322,2,71,27,247103765,842506.854733,6613296.28253,46.619485,4.874982
